"結帳日期","結帳時間","類型","單號","交易序號","作廢狀態","","發票號碼","銷售總額","發票金額","服務費","折扣","稅額","支付方式","員工",""
"2022/09/23	","22:56	","內用","38	","2022092322230038	","","","","280","280","0","0","0","現金","-(000000)90466979",""
"2022/09/23	","23:22	","內用","35	","2022092321570035	","","","","2,035","2,035","185","0","0","信用卡","-(000000)90466979",""
"2022/09/23	","23:36	","內用","37	","2022092322110037	","","","","1,232","1,232","112","0","0","現金","-(000000)90466979",""
"2022/09/23	","23:46	","內用","31	","2022092321240031	","","","","858","858","78","0","0","LINE Pay","-(000000)90466979",""
"2022/09/23	","23:48	","內用","47	","2022092323470047	","","","","400","400","0","0","0","LINE Pay","-(000000)90466979",""
"2022/09/23	","23:49	","內用","17	","2022092317460017	","","","","2,189","2,189","199","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","00:07	","內用","28	","2022092317470028	","","","","9,647","9,647","877","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","00:13	","內用","39	","2022092322360039	","","","","2,618","2,618","238","0","0","現金","-(000000)90466979",""
"2022/09/24	","00:35	","內用","46	","2022092323370046	","","","","1,100","1,100","100","0","0","現金","-(000000)90466979",""
"2022/09/24	","00:35	","內用","32	","2022092321450032	","","","","2,695","2,695","245","0","0","現金","-(000000)90466979",""
"2022/09/24	","00:54	","內用","51	","2022092400450051	","","","","792","792","72","0","0","現金","-(000000)90466979",""
"2022/09/24	","01:00	","內用","45	","2022092323110045	","","","","2,706","2,706","246","0","0","現金","-(000000)90466979",""
"2022/09/24	","01:02	","內用","41	","2022092322460041	","","","","1,287","1,287","117","0","0","現金","-(000000)90466979",""
"2022/09/24	","01:13	","內用","36	","2022092322020036	","","","","2,871","2,871","261","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","01:26	","內用","34	","2022092321470034	","","","FM32358127","1,562","1,562","142","0","74","現金","-(000000)90466979",""
"2022/09/24	","01:36	","內用","52	","2022092400490052	","","","","245","245","0","105","0","現金","-(000000)90466979",""
"2022/09/24	","01:58	","內用","29	","2022092317470029	","","","FM32358128","12,617","12,617","1,147","0","601","信用卡","-(000000)90466979",""
"2022/09/24	","02:23	","內用","54	","2022092401300054	","","","","550","550","50","0","0","現金","-(000000)90466979",""
"2022/09/24	","02:29	","內用","48	","2022092323540048	","","","","1,793","1,793","163","0","0","LINE Pay","-(000000)90466979",""
"2022/09/24	","02:36	","內用","55	","2022092402000055	","","","","1,375","1,375","125","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","02:37	","內用","53	","2022092400550053	","","","","1,716","1,716","156","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","02:40	","內用","43	","2022092323000043	","","","","4,268","4,268","388","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","02:42	","內用","50	","2022092400360050	","","","","0","0","0","450","0","現金","-(000000)90466979",""
"2022/09/24	","02:43	","內用","1	","2022092302120001	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/09/24	","16:02	","內用","1	","2022092416020001	","","","","125","125","0","0","0","現金","-(000000)90466979",""
"2022/09/24	","20:38	","內用","11	","2022092418240011	","","","","1,650","1,650","150","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","21:07	","內用","13	","2022092419280013	","","","","957","957","87","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","21:23	","內用","3	","2022092417400003	","","","","5,500","5,500","500","0","0","現金","-(000000)90466979",""
"2022/09/24	","22:00	","內用","9	","2022092417410009	","","","","9,251","9,251","841","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","22:06	","內用","12	","2022092419190012	","","","","2,233","2,233","203","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","22:12	","內用","4-1	","2022092422120023	","","","","462","462","42","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","22:13	","內用","4-2	","2022092422130024	","","","","418","418","38","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","22:14	","內用","4	","2022092417410004	","","","","1,430","1,430","130","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","22:24	","內用","14	","2022092419350014	","","","","2,079","2,079","189","0","0","現金","-(000000)90466979",""
"2022/09/24	","22:28	","內用","5	","2022092417410005	","","","","5,500","5,500","500","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","22:33	","內用","17	","2022092420130017	","","","","1,232","1,232","112","0","0","現金","-(000000)90466979",""
"2022/09/24	","22:42	","內用","20	","2022092421230020	","","","","913","913","83","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","22:48	","內用","18	","2022092420160018	","","","","1,782","1,782","162","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","23:07	","內用","15	","2022092419430015	","","","","3,201","3,201","291","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","23:20	","內用","21	","2022092421290021	","","","","1,760","1,760","160","0","0","現金","-(000000)90466979",""
"2022/09/24	","23:30	","內用","7	","2022092417410007	","","","","2,563","2,563","233","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","23:47	","內用","16	","2022092419430016	","","","FM32358129","2,442","2,442","222","0","116","信用卡","-(000000)90466979",""
"2022/09/24	","23:55	","內用","10	","2022092418240010	","","","","1,727","1,727","157","0","0","信用卡","-(000000)90466979",""
"2022/09/24	","23:56	","內用","6	","2022092417410006	","","","","5,049","5,049","459","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","00:10	","內用","28	","2022092423160030	","","","","1,232","1,232","112","0","0","現金","-(000000)90466979",""
"2022/09/25	","00:15	","內用","22	","2022092422090022	","","","","3,520","3,520","320","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","00:40	","內用","25	","2022092422450027	","","","","2,365","2,365","215","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","00:42	","內用","23	","2022092422170025	","","","","3,663","3,663","333","0","0","現金","-(000000)90466979",""
"2022/09/25	","00:43	","內用","27	","2022092422570029	","","","","1,518","1,518","138","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","01:03	","內用","24	","2022092422210026	","","","","2,662","2,662","242","100","0","信用卡","-(000000)90466979",""
"2022/09/25	","01:07	","內用","26	","2022092422570028	","","","","1,661","1,661","151","0","0","LINE Pay","-(000000)90466979",""
"2022/09/25	","01:16	","內用","30	","2022092423520032	","","","","973","973","0","417","0","現金","-(000000)90466979",""
"2022/09/25	","01:44	","內用","29	","2022092423340031	","","","","1,342","1,342","122","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","02:21	","內用","33	","2022092501220035	","","","","660","660","60","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","02:22	","內用","34	","2022092502210036	","","","","440","440","40","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","02:27	","內用","32	","2022092501200034	","","","","462","462","42","0","0","現金","-(000000)90466979",""
"2022/09/25	","02:30	","內用","8	","2022092417410008	","","","","3,508","3,508","328","100","0","信用卡","-(000000)90466979",""
"2022/09/25	","02:31	","內用","31	","2022092500510033	","","","","2,376","2,376","216","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","02:36	","內用","2	","2022092416190002	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/09/25	","16:58	","內用","1	","2022092516570001	","","","","100","100","0","0","0","現金","-(000000)90466979",""
"2022/09/25	","19:44	","內用","3	","2022092517420003	","","","","3,014","3,014","274","200","0","現金","-(000000)90466979",""
"2022/09/25	","22:05	","內用","5	","2022092518070005	","","","","2,574","2,574","234","0","0","信用卡","-(000000)90466979",""
"2022/09/25	","23:31	","內用","7	","2022092521360007	","","","","902","902","82","0","0","現金","-(000000)90466979",""
"2022/09/25	","23:59	","內用","2	","2022092517420002	","","","","2,233","2,233","203","0","0","信用卡","-(000000)90466979",""
"2022/09/26	","00:26	","內用","9	","2022092600240010	","","","","256","256","32","96","0","信用卡","-(000000)90466979",""
"2022/09/26	","01:26	","內用","6-1	","2022092521480008	","","","","2,574","2,574","234","0","0","信用卡","-(000000)90466979",""
"2022/09/26	","01:37	","內用","8	","2022092523100009	","","","","2,024","2,024","184","0","0","現金","-(000000)90466979",""
"2022/09/26	","01:38	","內用","6	","2022092520020006	","","","","7,656","7,656","696","0","0","現金","-(000000)90466979",""
"2022/09/26	","01:42	","內用","4	","2022092517420004	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/09/26	","02:44	","內用","1	","2022092602410001	","","","","11,000","11,000","0","2,500","0","現金","-(000000)90466979",""
"2022/09/26	","02:45	","內用","2	","2022092602440002	","","","","125","125","0","0","0","現金","-(000000)90466979",""
"2022/09/26	","17:35	","內用","4	","2022092617340004	","","","","100","100","0","0","0","現金","-(000000)90466979",""
"2022/09/26	","20:21	","內用","6	","2022092617360006	","","","","2,475","2,475","225","0","0","LINE Pay","-(000000)90466979",""
"2022/09/26	","20:43	","內用","9	","2022092619380009	"," 作廢2022/09/26 23:20","","","495","495","45","0","0","信用卡","-(000000)90466979",""
"2022/09/26	","21:16	","內用","10	","2022092620450010	","","","","682","682","62","0","0","現金","-(000000)90466979",""
"2022/09/26	","21:27	","內用","7	","2022092618410007	","","","","2,871","2,871","261","0","0","信用卡","-(000000)90466979",""
"2022/09/26	","22:23	","內用","8	","2022092618450008	","","","","2,629","2,629","239","0","0","信用卡","-(000000)90466979",""
"2022/09/26	","23:13	","內用","13	","2022092622410013	"," 作廢2022/09/26 23:14","","","330","330","30","0","0","現金","-(000000)90466979",""
"2022/09/26	","23:15	","內用","15	","2022092623140015	","","","","330","330","30","0","0","信用卡","-(000000)90466979",""
"2022/09/26	","23:20	","內用","16	","2022092623200016	","","","","495","495","45","0","0","現金","-(000000)90466979",""
"2022/09/26	","23:43	","內用","11	","2022092622200011	","","","","2,838","2,838","258","0","0","信用卡","-(000000)90466979",""
"2022/09/27	","00:05	","內用","12	","2022092622250012	","","","","2,123","2,123","193","0","0","現金","-(000000)90466979",""
"2022/09/27	","00:06	","內用","5	","2022092617360005	","","","","4,730","4,730","430","0","0","現金","-(000000)90466979",""
"2022/09/27	","00:08	","內用","14	","2022092622550014	","","","","1,628","1,628","148","0","0","現金","-(000000)90466979",""
"2022/09/27	","01:44	","內用","17	","2022092701150017	","","","","902","902","82","0","0","現金","-(000000)90466979",""
"2022/09/27	","01:45	","內用","3	","2022092617340003	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/09/27	","16:44	","內用","1	","2022092716430001	","","","","125","125","0","0","0","現金","-(000000)90466979",""
"2022/09/27	","19:52	","內用","4	","2022092717300004	","","","","1,683","1,683","153","0","0","信用卡","-(000000)90466979",""
"2022/09/27	","22:52	","內用","9	","2022092721410009	","","","","1,532","1,532","162","250","0","現金","-(000000)90466979",""
"2022/09/27	","23:18	","內用","3	","2022092717300003	","","","","1,760","1,760","160","0","0","信用卡","-(000000)90466979",""
"2022/09/27	","23:59	","內用","6	","2022092718210006	","","","","2,541","2,541","231","0","0","信用卡","-(000000)90466979",""
"2022/09/28	","00:11	","內用","5	","2022092717310005	","","","","2,475","2,475","225","0","0","信用卡","-(000000)90466979",""
"2022/09/28	","00:25	","內用","8	","2022092720050008	","","","","2,255","2,255","205","0","0","現金","-(000000)90466979",""
"2022/09/28	","00:54	","內用","7	","2022092718240007	","","","","208","208","26","78","0","LINE Pay","-(000000)90466979",""
"2022/09/28	","01:27	","內用","10	","2022092800230010	","","","","418","418","38","0","0","現金","-(000000)90466979",""
"2022/09/28	","01:42	","內用","11	","2022092801090011	","","","","9,488","9,488","960","1,072","0","信用卡","-(000000)90466979",""
"2022/09/28	","01:47	","內用","2	","2022092717020002	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/09/28	","21:35	","內用","4	","2022092820270004	","","","","638","638","58","0","0","信用卡","-(000000)90466979",""
"2022/09/28	","22:05	","內用","2	","2022092819120002	","","","","2,178","2,178","198","0","0","信用卡","-(000000)90466979",""
"2022/09/28	","22:16	","內用","5	","2022092820380005	","","","FM32358130","3,784","3,784","344","0","180","信用卡","-(000000)90466979",""
"2022/09/28	","22:27	","內用","11	","2022092822260011	","","","","1,000","1,000","0","0","0","信用卡","-(000000)90466979",""
"2022/09/28	","22:39	","內用","10	","2022092822120010	","","","","275","275","25","0","0","信用卡","-(000000)90466979",""
"2022/09/28	","22:42	","內用","8	","2022092821500008	","","","","836","836","76","0","0","信用卡","-(000000)90466979",""
"2022/09/28	","23:25	","內用","13	","2022092823250013	","","","","125","125","0","0","0","現金","-(000000)90466979",""
"2022/09/29	","00:07	","內用","3	","2022092820010003	","","","","3,729","3,729","339","0","0","信用卡","-(000000)90466979",""
"2022/09/29	","00:56	","內用","12	","2022092823070012	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/09/29	","01:12	","內用","9	","2022092822110009	","","","","3,366","3,366","306","0","0","信用卡","-(000000)90466979",""
"2022/09/29	","01:21	","內用","7	","2022092821440007	","","","","2,035","2,035","185","0","0","信用卡","-(000000)90466979",""
"2022/09/29	","01:22	","內用","1	","2022092816490001	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/09/29	","18:11	","內用","7	","2022092918110007	","","","FM32358131","4,200","4,200","400","200","200","信用卡","-(000000)90466979",""
"2022/09/29	","21:07	","內用","8	","2022092920040008	","","","","1,122","1,122","102","0","0","現金","-(000000)90466979",""
"2022/09/29	","22:27	","內用","2	","2022092917360002	","","","","1,936","1,936","176","0","0","信用卡","-(000000)90466979",""
"2022/09/29	","22:43	","內用","5	","2022092917360005	","","","","2,288","2,288","208","0","0","信用卡","-(000000)90466979",""
"2022/09/29	","23:15	","內用","9	","2022092921230009	","","","","4,004","4,004","364","0","0","信用卡","-(000000)90466979",""
"2022/09/29	","23:32	","內用","3	","2022092917360003	","","","","2,225","2,225","225","250","0","信用卡","-(000000)90466979",""
"2022/09/29	","23:53	","內用","11	","2022092923520011	","","","","100","100","0","0","0","現金","-(000000)90466979",""
"2022/09/30	","00:00	","內用","6	","2022092917360006	","","","","1,716","1,716","156","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","00:34	","內用","4	","2022092917360004	","","","","506","506","46","0","0","現金","-(000000)90466979",""
"2022/09/30	","00:56	","內用","13	","2022093000510013	","","","","2,495","2,495","445","2,400","0","信用卡","-(000000)90466979",""
"2022/09/30	","01:17	","內用","12	","2022093000400012	","","","","330","330","30","0","0","現金","-(000000)90466979",""
"2022/09/30	","01:31	","內用","1	","2022092917250001	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/09/30	","17:22	","內用","2	","2022093017220002	","","","","100","100","0","0","0","現金","-(000000)90466979",""
"2022/09/30	","18:01	","內用","18	","2022093018010018	","","","","100","100","0","0","0","現金","-(000000)90466979",""
"2022/09/30	","19:07	","內用","10	","2022093017340010	","","","","990","990","90","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","21:02	","內用","13	","2022093017350013	","","","","3,366","3,366","306","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","21:08	","內用","4	","2022093017340004	","","","","5,731","5,731","521","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","22:04	","內用","19	","2022093019080019	","","","","858","858","78","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","22:10	","內用","3	","2022093017340003	","","","FM32358132","7,304","7,304","664","0","348","信用卡","-(000000)90466979",""
"2022/09/30	","22:32	","內用","20	","2022093021330020	","","","","1,782","1,782","162","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","22:57	","內用","6	","2022093017340006	"," 作廢2022/09/30 23:00","","","7,161","7,161","651","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","22:58	","內用","9	","2022093017340009	","","","","2,882","2,882","262","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","23:01	","內用","26	","2022093023000026	","","","FM32358133","7,161","7,161","651","0","341","信用卡","-(000000)90466979",""
"2022/09/30	","23:07	","內用","25	","2022093022380025	","","","","825","825","75","0","0","現金","-(000000)90466979",""
"2022/09/30	","23:18	","內用","11	","2022093017350011	","","","","2,035","2,035","185","0","0","信用卡","-(000000)90466979",""
"2022/09/30	","23:23	","內用","17	","2022093017420017	","","","","8,173","8,173","743","0","0","現金","-(000000)90466979",""
"2022/09/30	","23:28	","內用","16	","2022093017360016	","","","FM32358134","2,497","2,497","227","0","119","信用卡","-(000000)90466979",""
"2022/09/30	","23:35	","內用","7	","2022093017340007	","","","","1,793","1,793","163","0","0","funNow、信用卡","-(000000)90466979",""
"2022/09/30	","23:44	","內用","12	","2022093017350012	","","","","979","979","89","0","0","信用卡","-(000000)90466979",""
"2022/10/01	","00:09	","內用","21	","2022093021380021	","","","","5,423","5,423","493","0","0","信用卡","-(000000)90466979",""
"2022/10/01	","00:25	","內用","32	","2022100100240032	","","","","200","200","0","0","0","現金","-(000000)90466979",""
"2022/10/01	","00:37	","內用","24	","2022093022310024	","","","","2,288","2,288","208","0","0","信用卡","-(000000)90466979",""
"2022/10/01	","00:48	","內用","23	","2022093022110023	","","","FM32358135","3,278","3,278","298","0","156","信用卡","-(000000)90466979",""
"2022/10/01	","00:55	","內用","22	","2022093021550022	","","","","1,958","1,958","178","0","0","現金","-(000000)90466979",""
"2022/10/01	","01:07	","內用","27	","2022093023140027	","","","","2,673","2,673","243","0","0","現金","-(000000)90466979",""
"2022/10/01	","01:30	","內用","15	","2022093017350015	","","","FM32358136","10,934","10,934","994","0","521","信用卡","-(000000)90466979",""
"2022/10/01	","01:37	","內用","14	","2022093017350014	","","","","3,916","3,916","356","0","0","信用卡","-(000000)90466979",""
"2022/10/01	","01:40	","內用","30	","2022093023380030	","","","","1,716","1,716","156","0","0","信用卡","-(000000)90466979",""
"2022/10/01	","02:36	","內用","1	","2022093017140001	","","","","0","0","0","0","0","現金","-(000000)90466979",""
"2022/10/01	","02:38	","內用","31	","2022100100230031	","","","","3,311","3,311","301","0","0","信用卡","-(000000)90466979",""
"2022/10/01	","02:45	","內用","29	","2022093023350029	","","","","5,764","5,764","524","0","0","LINE Pay","-(000000)90466979",""
"2022/10/01	","02:48	","內用","28	","2022093023330028	","","","","8,162","8,162","742","0","0","現金","-(000000)90466979",""
"合計","","","","","","","","$1,069,612","$1,069,612","$95,356","$15,419","$6,319","","",""